Bill No.,Year,Short Title of Bill,Ministry,Date of Introduction,Date of Introduction Proper,Date of Passing in Lok Sabha,Date of Passing in Lok Sabha Proper,Date of Passing in Rajya Sabha,Date of Passing in Rajya Sabha Proper,Diff RS-LS,Diff RS-LS Cleaned,Date of Assent,Date of Assent Proper,Diff Ass-LS,Diff Ass-LS Clean,Act No.,Bill Category,Status,URL for Bills as Introduced,URL for Bills as Passed in Both Houses,URL of Errata
36,1989,"The Appropriation (No.2) Bill, 1989                                                                                                                                                                     ",NA,26-04-1989,4/26/1989,26-04-1989,4/26/1989,5/3/1989,5/3/1989,7,7,5/6/1989,5/6/1989,10,10,12,Money Bill,Passed                        ,NA,NA,NA
37,1989,"The Terrorist and Disruptive Activities (Prevention) Amendment Bill, 1989.                                                                                                                              ",HOME AFFAIRS,24-04-1989,4/24/1989,10/5/1989,10/5/1989,11/5/1989,11/5/1989,31,31,18-05-1989,5/18/1989,-140,0,16,Financial Bill,Passed                        ,NA,NA,NA
41,1989,"The Union Duties of Excise ( Distribution ) Amendment Bill, 1989                                                                                                                                        ",NA,5/2/1989,5/2/1989,5/10/1989,5/10/1989,5/12/1989,5/12/1989,2,2,18-05-1989,5/18/1989,8,8,17,Money Bill,Passed                        ,NA,NA,NA
42,1989,"The Additional Duties of Excise ( Goods of Special Importance)Amendment Bill, 1989                                                                                                                      ",NA,5/2/1989,5/2/1989,5/10/1989,5/10/1989,5/12/1989,5/12/1989,2,2,18-05-1989,5/18/1989,8,8,18,Money Bill,Passed                        ,NA,NA,NA
43,1989,"The General Insurance Business ( Natconalisation ) Amendment Bill, 1989                                                                                                                                 ",NA,5/2/1989,5/2/1989,18-07-1989,7/18/1989,10/11/1989,10/11/1989,85,85,22-10-1989,10/22/1989,96,96,38,Ordinary Bill,Passed                        ,NA,NA,NA
44,1989,"The Appropriation ( Railways) No. 3 Bill, 1989                                                                                                                                                          ",RAILWAYS,5/3/1989,5/3/1989,5/3/1989,5/3/1989,5/10/1989,5/10/1989,7,7,16-05-1989,5/16/1989,13,13,14,Money Bill,Passed                        ,NA,NA,NA
45,1989,"The Constitution (63rd Amendment ) Bill, 1989                                                                                                                                                           ",HOME AFFAIRS,5/2/1989,5/2/1989,8/10/1989,8/10/1989,8/10/1989,8/10/1989,0,0,NA,NA,NA,0,                    ,Ordinary Bill,Passed                        ,NA,NA,NA
46,1989,"The Appropriation ( No.3) Bill, 1989                                                                                                                                                                    ",NA,10/5/1989,10/5/1989,5/10/1989,5/10/1989,5/11/1989,5/11/1989,1,1,18-05-1989,5/18/1989,8,8,19,Money Bill,Passed                        ,NA,NA,NA
47,1989,"The Small Industries Development Bank of India Bill, 1989                                                                                                                                               ",NA,10/5/1989,10/5/1989,28-07-1989,7/28/1989,8/11/1989,8/11/1989,14,14,25-10-1989,10/25/1989,89,89,39,Financial Bill,Passed                        ,NA,NA,NA
48,1989,"The Wealth ( Inheritance ) Duty Bill, 1989                                                                                                                                                              ",NA,12/5/1989,12/5/1989,5/12/1989,5/12/1989,NA,NA,NA,0,NA,NA,NA,0,                    ,Money Bill,NA,NA,NA,NA
49,1989,"The Delhi Motor Vehicles Taxation ( Amendment) Bill, 1989                                                                                                                                               ",NA,15-05-1989,5/15/1989,21-07-1989,7/21/1989,27-07-1989,7/27/1989,6,6,8/2/1989,8/2/1989,12,12,25,Money Bill,Passed                        ,NA,NA,NA
50,1989,"The Constitution ( Sixty Fourth Amendment) Bill, 1989                                                                                                                                                   ",PRIME  MINISTER,15-05-1989,5/15/1989,8/10/1989,8/10/1989,13-10-1989,10/13/1989,64,64,NA,NA,NA,0,                    ,Ordinary Bill,Passed                        ,NA,NA,NA
52,1989,"High Court and Supreme Court Judges (Conditoons of Service)Amendment Bill, 1989                                                                                                                         ",NA,21-07-1989,7/21/1989,14-08-1989,8/14/1989,18-08-1989,8/18/1989,4,4,30-08-1989,8/30/1989,16,16,32,Money Bill,Passed                        ,NA,NA,NA
55,1989,"Punjab Appropriation ( No.2) Bill, 1989                                                                                                                                                                 ",NA,26-07-1989,7/26/1989,26-07-1989,7/26/1989,1/8/1989,1/8/1989,-199,0,3/8/1989,3/8/1989,-140,0,26,Money Bill,Passed                        ,NA,NA,NA
58,1989,"Appropriation ( No.4) Bill, 1989                                                                                                                                                                        ",NA,31-07-1989,7/31/1989,31-07-1989,7/31/1989,4/8/1989,4/8/1989,-114,0,8/8/1989,8/8/1989,8,8,27,Ordinary Bill,Passed                        ,NA,NA,NA
59,1989,"Karnataka Appropriation Bill, 1989                                                                                                                                                                      ",NA,8/7/1989,8/7/1989,8/7/1989,8/7/1989,8/10/1989,8/10/1989,3,3,23-08-1989,8/23/1989,16,16,28,Money Bill,Passed                        ,NA,NA,NA
60,1989,"Constitution ( Sixty fifth Amendment) Bill, 1989                                                                                                                                                        ",NA,7/8/1989,7/8/1989,10/8/1989,10/8/1989,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Negatived,NA,NA,NA
60,1989,"Constitution ( Sixty fifth Amendment) Bill, 1989                                                                                                                                                        ",NA,7/8/1989,7/8/1989,10/8/1989,10/8/1989,NA,NA,NA,0,NA,NA,NA,0,                    ,Ordinary Bill,Passed                        ,NA,NA,NA
62,1989,"Scheduled Castes and Scheduled Tribes (Prevention of Atrocities ) Bill, 1989                                                                                                                            ",NA,8/9/1989,8/9/1989,16-08-1989,8/16/1989,18-08-1989,8/18/1989,2,2,9/11/1989,9/11/1989,26,26,33,Financial Bill,Passed                        ,NA,NA,NA
63,1989,"The National Waterway (Quilon-Kottapuram Stretch of West Coast Canal and Champaran and Udyogmandal Canal) Bill, 1989.                                                                                   ",NA,14-08-1989,8/14/1989,13-10-1989,10/13/1989,NA,NA,NA,0,NA,NA,NA,0,                    ,Financial Bill,Passed                        ,NA,NA,NA
64,1989,"Salary Allowances and Pension of Members of Parliament ( Amendment) Bill, 1989                                                                                                                          ",PARLIAMENTARY  AFFAIRS,14-08-1989,8/14/1989,16-08-1989,8/16/1989,18-08-1989,8/18/1989,2,2,28-08-1989,8/28/1989,12,12,30,Financial Bill,Passed                        ,NA,NA,NA
65,1989,"Working Journalists and other Newspaper Employees (Conditions of Service ) and Miscellaneous Provision (Amendment) Bill, 1989                                                                           ",LABOUR,14-08-1989,8/14/1989,16-08-1989,8/16/1989,18-08-1989,8/18/1989,2,2,28-08-1989,8/28/1989,12,12,31,Ordinary Bill,Passed                        ,NA,NA,NA
66,1989,"Direct Tax Laws (Second Amendment) Bill, 1989                                                                                                                                                           ",NA,18-08-1989,8/18/1989,10/11/1989,10/11/1989,13-10-1989,10/13/1989,2,2,20-10-1989,10/20/1989,9,9,36,Money Bill,Passed                        ,NA,NA,NA
